xValues,tValues,Solution
0.510204,0.244898,0.0250466
0.530612,0.244898,0.038854
0.55102,0.244898,0.0551651
0.571429,0.244898,0.0731953
0.591837,0.244898,0.0922776
0.612245,0.244898,0.111946
0.632653,0.244898,0.131916
0.653061,0.244898,0.152032
0.673469,0.244898,0.172217
0.693878,0.244898,0.192431
0.714286,0.244898,0.212652
0.734694,0.244898,0.232849
0.755102,0.244898,0.252959
0.77551,0.244898,0.272837
0.795918,0.244898,0.29221
0.816327,0.244898,0.310621
0.836735,0.244898,0.327426
0.857143,0.244898,0.34184
0.877551,0.244898,0.353111
0.897959,0.244898,0.360437
0.918367,0.244898,0.364441
0.938776,0.244898,0.361054
0.959184,0.244898,0.36997
0.979592,0.244898,0.310488
1,0.244898,0.518526
0,0.265306,0
0.0204082,0.265306,-1.93249e-42
0.0408163,0.265306,2.071e-37
0.0612245,0.265306,1.96995e-33
0.0816327,0.265306,5.01117e-30
0.102041,0.265306,5.28447e-27
0.122449,0.265306,2.80522e-24
0.142857,0.265306,8.40371e-22
0.163265,0.265306,1.53316e-19
0.183673,0.265306,1.79873e-17
0.204082,0.265306,1.41352e-15
0.22449,0.265306,7.67822e-14
0.244898,0.265306,2.95559e-12
0.265306,0.265306,8.22552e-11
0.285714,0.265306,1.68255e-09
0.306122,0.265306,2.56487e-08
0.326531,0.265306,2.94889e-07
0.346939,0.265306,2.58509e-06
0.367347,0.265306,1.74629e-05
0.387755,0.265306,9.19215e-05
0.408163,0.265306,0.000381845
0.428571,0.265306,0.00127094
0.44898,0.265306,0.0034527
0.469388,0.265306,0.00782576
0.489796,0.265306,0.0151692
0.510204,0.265306,0.0258048
0.530612,0.265306,0.0394991
0.55102,0.265306,0.0556366
0.571429,0.265306,0.0734913
0.591837,0.265306,0.0924305
0.612245,0.265306,0.111996
0.632653,0.265306,0.131898
0.653061,0.265306,0.15197
0.673469,0.265306,0.172124
0.693878,0.265306,0.192313
0.714286,0.265306,0.212505
0.734694,0.265306,0.232655
0.755102,0.265306,0.252676
0.77551,0.265306,0.272389
0.795918,0.265306,0.291485
0.816327,0.265306,0.309489
0.836735,0.265306,0.325773
0.857143,0.265306,0.339616
0.877551,0.265306,0.350372
0.897959,0.265306,0.357367
0.918367,0.265306,0.361329
0.938776,0.265306,0.358246
0.959184,0.265306,0.367778
0.979592,0.265306,0.309215
1,0.265306,0.518034
0,0.285714,0
0.0204082,0.285714,-5.06574e-41
0.0408163,0.285714,7.39614e-36
0.0612245,0.285714,4.44119e-32
0.0816327,0.285714,7.89663e-29
0.102041,0.285714,6.15784e-26
0.122449,0.285714,2.51394e-23
0.142857,0.285714,5.96556e-21
0.163265,0.285714,8.82403e-19
0.183673,0.285714,8.55386e-17
0.204082,0.285714,5.64251e-15
0.22449,0.285714,2.60775e-13
0.244898,0.285714,8.64186e-12
0.265306,0.285714,2.09252e-10
0.285714,0.285714,3.76041e-09
0.306122,0.285714,5.08252e-08
0.326531,0.285714,5.22771e-07
0.346939,0.285714,4.13708e-06
0.367347,0.285714,2.54667e-05
0.387755,0.285714,0.000123379
0.408163,0.285714,0.000476782
0.428571,0.285714,0.00149312
0.44898,0.285714,0.00386141
0.469388,0.285714,0.00842734
0.489796,0.285714,0.0158933
0.510204,0.285714,0.0265341
0.530612,0.285714,0.040127
0.55102,0.285714,0.0561055
0.571429,0.285714,0.0737953
0.591837,0.285714,0.0925955
0.612245,0.285714,0.112058
0.632653,0.285714,0.131889
0.653061,0.285714,0.151913
0.673469,0.285714,0.172033
0.693878,0.285714,0.192193
0.714286,0.285714,0.21235
0.734694,0.285714,0.232441
0.755102,0.285714,0.252355
0.77551,0.285714,0.271883
0.795918,0.285714,0.29069
0.816327,0.285714,0.308293
0.836735,0.285714,0.324089
0.857143,0.285714,0.337423
0.877551,0.285714,0.347746
0.897959,0.285714,0.354487
0.918367,0.285714,0.358456
0.938776,0.285714,0.355681
0.959184,0.285714,0.365783
0.979592,0.285714,0.308051
1,0.285714,0.517542
0,0.306122,0
0.0204082,0.306122,-3.67436e-41
0.0408163,0.306122,1.42428e-34
0.0612245,0.306122,6.13901e-31
0.0816327,0.306122,8.33133e-28
0.102041,0.306122,5.13145e-25
0.122449,0.306122,1.69621e-22
0.142857,0.306122,3.32318e-20
0.163265,0.306122,4.12354e-18
0.183673,0.306122,3.39855e-16
0.204082,0.306122,1.92818e-14
0.22449,0.306122,7.74275e-13
0.244898,0.306122,2.24987e-11
0.265306,0.306122,4.81719e-10
0.285714,0.306122,7.7158e-09
0.306122,0.306122,9.36703e-08
0.326531,0.306122,8.72114e-07
0.346939,0.306122,6.29743e-06
0.367347,0.306122,3.56714e-05
0.387755,0.306122,0.000160474
0.408163,0.306122,0.000581472
0.428571,0.306122,0.00172514
0.44898,0.306122,0.00427119
0.469388,0.306122,0.00901485
0.489796,0.306122,0.0165916
0.510204,0.306122,0.0272373
0.530612,0.306122,0.0407385
0.55102,0.306122,0.0565709
0.571429,0.306122,0.0741054
0.591837,0.306122,0.092771
0.612245,0.306122,0.112131
0.632653,0.306122,0.131888
0.653061,0.306122,0.151862
0.673469,0.306122,0.171945
0.693878,0.306122,0.192071
0.714286,0.306122,0.212184
0.734694,0.306122,0.232205
0.755102,0.306122,0.251996
0.77551,0.306122,0.271324
0.795918,0.306122,0.289835
0.816327,0.306122,0.307047
0.836735,0.306122,0.322391
0.857143,0.306122,0.335274
0.877551,0.306122,0.345232
0.897959,0.306122,0.35178
0.918367,0.306122,0.355793
0.938776,0.306122,0.353324
0.959184,0.306122,0.363952
0.979592,0.306122,0.306976
1,0.306122,0.517049
0,0.326531,0
0.0204082,0.326531,1.65485e-38
0.0408163,0.326531,1.80339e-33
0.0612245,0.326531,5.99673e-30
0.0816327,0.326531,6.54848e-27
0.102041,0.326531,3.32199e-24
0.122449,0.326531,9.20115e-22
0.142857,0.326531,1.53158e-19
0.163265,0.326531,1.63355e-17
0.183673,0.326531,1.16893e-15
0.204082,0.326531,5.80931e-14
0.22449,0.326531,2.05976e-12
0.244898,0.326531,5.32371e-11
0.265306,0.326531,1.02092e-09
0.285714,0.326531,1.47448e-08
0.306122,0.326531,1.62488e-07
0.326531,0.326531,1.38271e-06
0.346939,0.326531,9.1916e-06
0.367347,0.326531,4.83026e-05
0.387755,0.326531,0.000203284
0.408163,0.326531,0.000695289
0.428571,0.326531,0.00196552
0.44898,0.326531,0.00468088
0.469388,0.326531,0.0095889
0.489796,0.326531,0.0172666
0.510204,0.326531,0.0279168
0.530612,0.326531,0.0413347
0.55102,0.326531,0.0570321
0.571429,0.326531,0.0744203
0.591837,0.326531,0.0929557
0.612245,0.326531,0.112213
0.632653,0.326531,0.131896
0.653061,0.326531,0.151816
0.673469,0.326531,0.171858
0.693878,0.326531,0.191945
0.714286,0.326531,0.212006
0.734694,0.326531,0.231944
0.755102,0.326531,0.251598
0.77551,0.326531,0.270715
0.795918,0.326531,0.288929
0.816327,0.326531,0.305766
0.836735,0.326531,0.320692
0.857143,0.326531,0.333175
0.877551,0.326531,0.342826
0.897959,0.326531,0.349232
0.918367,0.326531,0.353314
0.938776,0.326531,0.351145
0.959184,0.326531,0.36226
0.979592,0.326531,0.305977
1,0.326531,0.516556
0,0.346939,0
0.0204082,0.346939,3.46628e-37
0.0408163,0.346939,1.67627e-32
0.0612245,0.346939,4.50435e-29
0.0816327,0.346939,4.1002e-26
0.102041,0.346939,1.76361e-23
0.122449,0.346939,4.19463e-21
0.142857,0.346939,6.05824e-19
0.163265,0.346939,5.6566e-17
0.183673,0.346939,3.57129e-15
0.204082,0.346939,1.57698e-13
0.22449,0.346939,5.00029e-12
0.244898,0.346939,1.16283e-10
0.265306,0.346939,2.01821e-09
0.285714,0.346939,2.65346e-08
0.306122,0.346939,2.67775e-07
0.326531,0.346939,2.09963e-06
0.346939,0.346939,1.29459e-05
0.367347,0.346939,6.35549e-05
0.387755,0.346939,0.000251813
0.408163,0.346939,0.000817589
0.428571,0.346939,0.00221299
0.44898,0.346939,0.00508957
